sadness,anger,fear,disgust,joy,sadness_dich,anger_dich,fear_dich,disgust_dich,joy_dich
0.171631619,0.036121575,0.043028369,0.043400944,0.140272756,1,0,0,1,0
0.158122866,0.051084971,0.034940878,0.04138093,0.131728076,0,0,0,1,0
0.127085211,0.055200337,0.04287662,0.031027789,0.133665687,0,1,0,0,0
0.149075147,0.041827088,0.065280571,0.031654247,0.146993518,0,0,1,0,1
0.146545262,0.081205327,0.054490768,0.055396226,0.123676333,0,1,0,1,0
0.152870584,0.055241098,0.062954543,0.037959792,0.137549775,0,1,1,1,0
0.188643162,0.066444928,0.081350826,0.049577904,0.127177659,1,1,1,1,0
0.139508221,0.051204393,0.052171362,0.028450748,0.170895313,0,0,0,0,1
0.135685133,0.036325739,0.071306428,0.033156667,0.130527889,0,0,1,0,0
0.151720092,0.054678503,0.081147341,0.030911086,0.110893908,0,1,1,0,0
0.149172735,0.040906384,0.062207702,0.037895245,0.12202804,0,0,1,1,0
0.134326007,0.041135079,0.048566829,0.031389171,0.108592564,0,0,0,0,0
0.140570215,0.049021277,0.048546815,0.031892308,0.138673846,0,0,0,0,0
0.13853187,0.04236637,0.066491479,0.04576961,0.109227384,0,0,1,1,0
0.15216177,0.069181487,0.032775342,0.044019408,0.13152848,0,1,0,1,0
0.147861331,0.025832492,0.059952966,0.026570398,0.15715461,0,0,0,0,1
0.152573133,0.050157353,0.03939704,0.027415067,0.11300872,0,0,0,0,0
0.14976297,0.05243597,0.077203591,0.02506553,0.128022667,0,0,1,0,0
0.12754519,0.048592087,0.041930119,0.052989397,0.089251643,0,0,0,1,0
0.138813954,0.041817954,0.049222336,0.032882046,0.096770359,0,0,0,0,0
0.120468122,0.03133516,0.059988031,0.025861145,0.140071008,0,0,0,0,0
0.157965856,0.036328538,0.053566654,0.026258875,0.12111851,0,0,0,0,0
0.119021301,0.035709269,0.036005904,0.041098,0.093163917,0,0,0,1,0
0.150114727,0.071855917,0.059404785,0.035116091,0.098377174,0,1,0,1,0
0.176519733,0.051345432,0.078967438,0.025631815,0.13020489,1,0,1,0,0
0.105456564,0.056566368,0.058462521,0.03297012,0.116207889,0,1,0,0,0
0.185888692,0.051747067,0.052545404,0.043865779,0.104920029,1,0,0,1,0
0.146907288,0.045772076,0.047692795,0.034050939,0.154360962,0,0,0,1,1
0.14428857,0.036873178,0.06453643,0.024100794,0.137674411,0,0,1,0,0
0.124622757,0.062193324,0.057537477,0.023478811,0.161412063,0,1,0,0,1
0.142296034,0.060694714,0.036221151,0.042450655,0.088830059,0,1,0,1,0
0.179685667,0.077505457,0.074906952,0.0452364,0.125429171,1,1,1,1,0
0.142544909,0.07142157,0.056250339,0.040560107,0.10373843,0,1,0,1,0
0.162538541,0.042584918,0.056952118,0.030118671,0.101323788,1,0,0,0,0
0.141079252,0.058977667,0.060862472,0.028293911,0.118009772,0,1,0,0,0
0.152733923,0.058595721,0.09446875,0.031994163,0.173988106,0,1,1,0,1
0.138377422,0.058053608,0.094849618,0.032206794,0.141038431,0,1,1,0,0
0.163702131,0.032728336,0.065136213,0.031858303,0.146822033,1,0,1,0,1
0.161850213,0.035523281,0.031744978,0.029901933,0.135008551,1,0,0,0,0
0.139952689,0.04939201,0.096035563,0.022735369,0.129964981,0,0,1,0,0
0.132651351,0.061170489,0.092744564,0.039879787,0.151108862,0,1,1,1,1
0.119025268,0.079063577,0.062890165,0.044156722,0.095347361,0,1,1,1,0
0.16554273,0.080315333,0.122770162,0.028368432,0.100932099,1,1,1,0,0
0.146497438,0.072649225,0.111474427,0.037032764,0.141049933,0,1,1,1,0
0.155757316,0.079408286,0.106001816,0.046590378,0.18896651,0,1,1,1,1
0.161462843,0.06025064,0.093306674,0.009632382,0.157813303,0,1,1,0,1
0.129513132,0.046506626,0.054410879,0.035475989,0.141018956,0,0,0,1,0
0.17133876,0.057357281,0.065275052,0.056902583,0.123761385,1,1,1,1,0
0.134747798,0.069969957,0.096353277,0.04993167,0.165939415,0,1,1,1,1
0.167786263,0.100133074,0.101442684,0.032522779,0.110334895,1,1,1,0,0
0.1652825,0.0757392,0.091619363,0.050175388,0.139227,1,1,1,1,0
0.174131321,0.038506859,0.083938692,0.024704628,0.097783654,1,0,1,0,0
0.182276846,0.047182473,0.07499611,0.065301527,0.118638319,1,0,1,1,0
0.17844799,0.051880863,0.085649794,0.03933049,0.124836235,1,0,1,1,0
0.148130824,0.048828435,0.060589188,0.044865094,0.114066953,0,0,0,1,0
0.209471792,0.075598376,0.064763228,0.041548158,0.125467772,1,1,1,1,0
0.16001472,0.060668507,0.056954653,0.036512507,0.098736587,0,1,0,1,0
0.126169549,0.045362183,0.083420507,0.019387254,0.133920254,0,0,1,0,0
0.169134554,0.0629975,0.09248477,0.011248581,0.106653662,1,1,1,0,0
0.167056551,0.071954436,0.087591744,0.023724333,0.105991321,1,1,1,0,0
0.1485485,0.038057648,0.079041222,0.0366145,0.136431259,0,0,1,1,0
0.177895597,0.067853818,0.082173143,0.041648039,0.121254532,1,1,1,1,0
0.150701423,0.071356028,0.083064423,0.048513324,0.13438338,0,1,1,1,0
0.100890875,0.052605838,0.070872788,0.035929963,0.137822263,0,0,1,1,0
0.165826795,0.054635082,0.136154411,0.019598096,0.127597795,1,1,1,0,0
0.145571877,0.069286137,0.07257411,0.049795342,0.131661562,0,1,1,1,0
0.164942466,0.04847681,0.107366879,0.049197,0.156130207,1,0,1,1,1
0.122860231,0.115023808,0.074176096,0.022343962,0.067697673,0,1,1,0,0
0.139719683,0.045423867,0.068892183,0.020866967,0.11618375,0,0,1,0,0
0.20972547,0.094118591,0.059780758,0.038087924,0.087240273,1,1,0,1,0
0.132612105,0.060115018,0.077381947,0.020761439,0.193293,0,1,1,0,1
0.167031864,0.058087439,0.117005045,0.04814003,0.129238712,1,1,1,1,0
0.132312315,0.034932781,0.075960329,0.028913425,0.10897863,0,0,1,0,0
0.139698193,0.044675947,0.045359263,0.036953667,0.191828982,0,0,0,1,1
0.162817734,0.095015531,0.100527859,0.029762766,0.080031672,1,1,1,0,0
0.161395527,0.069712764,0.096697182,0.014947236,0.071092473,0,1,1,0,0
0.190903653,0.087135143,0.031265367,0.024118347,0.120367429,1,1,0,0,0
0.184904176,0.059444196,0.089473608,0.027129902,0.110255176,1,1,1,0,0
0.146748528,0.031783075,0.060183604,0.021724717,0.151639566,0,0,0,0,1
0.162030554,0.075627804,0.150827839,0.032940464,0.111120036,1,1,1,0,0
0.125534023,0.074192674,0.065372814,0.013096605,0.126415884,0,1,1,0,0
0.097317627,0.07713298,0.057147706,0.033851588,0.079569549,0,1,0,1,0
0.214193605,0.049911791,0.084798465,0.029409907,0.107649,1,0,1,0,0
0.15050976,0.07867382,0.07178194,0.0555159,0.13977662,0,1,1,1,0
0.158029893,0.090417964,0.120927143,0.021937,0.096817536,0,1,1,0,0
0.2355172,0,0.07359065,0,0.1299855,1,0,1,0,0
0.140309776,0.056355655,0.067646224,0.014780724,0.103198483,0,1,1,0,0
0.17297698,0.080116608,0.092411118,0.037620706,0.183042118,1,1,1,1,1
0.174776563,0.071916,0.080995833,0.017337083,0.124240479,1,1,1,0,0
0.181263,0.054143261,0.089386891,0.01187837,0.097449239,1,1,1,0,0
0.145946103,0.075258603,0.056394824,0.056308426,0.130366471,0,1,0,1,0
0.198937152,0.080378152,0.019449935,0.0622375,0.078001326,1,1,0,1,0
0.20348902,0.09631749,0.071796245,0.073673122,0.091837653,1,1,1,1,0
0.156261396,0.059005875,0.092401375,0.0325255,0.097110188,0,1,1,0,0
0.132778212,0.02602925,0.060877865,0.038150096,0.085465538,0,0,0,1,0
0.136184897,0.043538333,0.057162308,0.029523333,0.100458538,0,0,0,0,0
0.17044475,0.019765909,0.065419682,0.013369455,0.170802477,1,0,1,0,1
0.174203234,0.069366745,0.100710043,0.045831064,0.139779489,1,1,1,1,0
0.09136275,0.067988411,0.0567355,0.013355964,0.138654286,0,1,0,0,0
0.1525301,0.07318184,0.10476816,0.01835924,0.08842826,0,1,1,0,0
0.154260894,0.039751,0.032060681,0.029228426,0.169342298,0,0,0,0,1
0.097051711,0.030951089,0.080493711,0.006536178,0.111534844,0,0,1,0,0
0.129378649,0.074354081,0.044019405,0.032758946,0.185263,0,1,0,0,1
0.140143953,0.062050395,0.047903116,0.034269023,0.153045209,0,1,0,1,1
0.178111063,0.06159875,0.039628969,0.069256969,0.0892755,1,1,0,1,0
0.220960612,0.030323061,0.040587367,0.018424184,0.106236347,1,0,0,0,0
0.122542773,0.035898386,0.079535295,0.013782705,0.164111977,0,0,1,0,1
0.224743882,0.041213853,0.036708471,0.053689647,0.079379118,1,0,0,1,0
0.16033663,0.024118741,0.043727741,0.028653259,0.073570259,0,0,0,0,0
0.186629645,0.010676323,0.078216548,0.039620903,0.149351484,1,0,1,1,1
0.182672852,0.074887926,0.032169148,0.055612481,0.103601815,1,1,0,1,0
0.202201919,0.057524865,0.074731946,0.023848216,0.146541243,1,1,1,0,1
0.212074951,0.068009122,0.096586561,0.051961976,0.05946522,1,1,1,1,0
0.276453706,0.1223045,0.192092529,0.016563353,0.085279441,1,1,1,0,0
0.174192738,0.103568119,0.181741024,0.006405381,0.100524405,1,1,1,0,0
0.121390615,0.097571154,0.107710385,0.036162538,0.128638128,0,1,1,1,0
0.127178976,0.091060049,0.105808585,0.050388341,0.159657,0,1,1,1,1
0.115980147,0.067658794,0.077923,0.041184029,0.137212735,0,1,1,1,0
0.17967429,0.077661484,0.066522935,0.009488,0.079204516,1,1,1,0,0
0.132210359,0.04549659,0.098556359,0.030216615,0.182621872,0,0,1,0,1
0.182335167,0.101294417,0.124703861,0.031983611,0.111594556,1,1,1,0,0
0.1808831,0.061388975,0.06775205,0.0449679,0.11997575,1,1,1,1,0
0.129511879,0.043418182,0.08781803,0.033160273,0.161765545,0,0,1,0,1
0.187633821,0.081746077,0.017056154,0.02107959,0.114415769,1,1,0,0,0
